name,lon,lat,region,SDC_vs30_530,s1_vs30_530,sds_vs30_530,sd1_vs30_530,Sdsfr_vs30_530_beta_0p5,Sd1fr_vs30_530_beta_0p5,Sdsfr_vs30_530_beta_0p6,Sd1fr_vs30_530_beta_0p6,Sdsfr_vs30_530_beta_0p7,Sd1fr_vs30_530_beta_0p7,Sdsfr_vs30_530_beta_1p0,Sd1fr_vs30_530_beta_1p0,SDC_vs30_760,s1_vs30_760,sds_vs30_760,sd1_vs30_760,Sdsfr_vs30_760_beta_0p5,Sd1fr_vs30_760_beta_0p5,Sdsfr_vs30_760_beta_0p6,Sd1fr_vs30_760_beta_0p6,Sdsfr_vs30_760_beta_0p7,Sd1fr_vs30_760_beta_0p7,Sdsfr_vs30_760_beta_1p0,Sd1fr_vs30_760_beta_1p0,SDC_vs30_265,s1_vs30_265,sds_vs30_265,sd1_vs30_265,Sdsfr_vs30_265_beta_0p5,Sd1fr_vs30_265_beta_0p5,Sdsfr_vs30_265_beta_0p6,Sd1fr_vs30_265_beta_0p6,Sdsfr_vs30_265_beta_0p7,Sd1fr_vs30_265_beta_0p7,Sdsfr_vs30_265_beta_1p0,Sd1fr_vs30_265_beta_1p0
Missoula MT,-114,46.9,WUS,C,0.13,0.34,0.13,0.166080473802105,0.0625475157081287,0.167599436880137,0.0637285589170985,0.17121813045279,0.0658095491642714,0.19531631144366,0.077328894708045,B,0.13,0.27,0.088,0.13249552981878,0.0432331661280637,0.133627537087364,0.0440626366993353,0.136402553408592,0.0455254228116752,0.155300764204436,0.0531080563527785,D,0.13,0.43,0.24,0.238800184986346,0.11958943867197,0.242140143414751,0.121696136768057,0.248716661138244,0.125670842012404,0.289075092887313,0.148401346881288
Charlotte NC,-80.85,35.25,CEUS,B,0.088,0.18,0.075,0.0864454450594166,0.0322482201944902,0.0866027075857325,0.0318799417370035,0.0877998883831695,0.031787495292535,0.0974417801841932,0.0330410095673797,A,0.088,0.16,0.058,0.0745464289359627,0.0253697362435319,0.0746407468088681,0.0250138039428528,0.0756320943064607,0.024913015941708,0.0837696986870876,0.0257098886157145,B,0.088,0.22,0.12,0.110068621180225,0.0527646783023657,0.110445697738864,0.0521009114641425,0.112185572963334,0.0519582752781732,0.125392982170286,0.0546209830022093
Fargo ND,-96.8,46.9,CEUS,A,0.015,0.044,0.013,0.0147854627083614,0.00360537900427565,0.0144921093076157,0.00306256901725741,0.0142331236009871,0.00254880674709824,0.0132474736438957,0.00125692434679687,A,0.015,0.037,0.01,0.0122900740314291,0.00203233816964933,0.0119875268862966,0.00158862911224167,0.0116888096429557,0.00120140974424941,0.0102385643304213,0.00040959095048749,A,0.015,0.056,0.022,0.0194377145732532,0.00768986929197868,0.0191857967117352,0.00722524715109894,0.0190301584548192,0.00675434080709188,0.0187097193561658,0.00520259983638818
Omaha NE,-96,41.25,CEUS,A,0.05,0.06,0.049,0.0272788388932694,0.0168253791779619,0.0271469605148489,0.016516384381536,0.0272662120838975,0.0163144068263017,0.028648592168062,0.015911941861043,A,0.05,0.052,0.038,0.0233113757397572,0.0126932276355135,0.0231720736939928,0.0123997170631117,0.0232667360079266,0.0121795783001918,0.0243104547852676,0.0113419269432815,B,0.05,0.08,0.074,0.0366216828495359,0.0271632722391954,0.0364580689584917,0.0266993922104658,0.0366803182268222,0.02650105892716,0.039324028580849,0.0271073458330797
Manchester NH,-71.45,43,CEUS,B,0.069,0.26,0.059,0.0979920872565961,0.0230013320671325,0.097716214011866,0.0228905092648783,0.0984868893505409,0.0230547008702307,0.107023519948043,0.0246065305251197,B,0.069,0.23,0.046,0.0851468544308455,0.018554742038323,0.0848558157905119,0.0184605515104716,0.085509942644845,0.0184995371876661,0.0926848315008052,0.0190160654621126,B,0.069,0.27,0.097,0.121196844964133,0.0377932066335172,0.121089416530018,0.0376521546256799,0.122353354523273,0.0379119156398626,0.134064757216605,0.0407605275800191
Trenton NJ,-74.75,40.2,CEUS,A,0.046,0.15,0.039,0.0553169808839464,0.0170330049315837,0.0550609107697271,0.0169859396726158,0.0553487755220127,0.0170634756543845,0.0594946410187501,0.0175970431301126,A,0.046,0.13,0.03,0.0475676547885988,0.0127031264871888,0.0473475415811747,0.0126468945953523,0.0475743520150462,0.0126821511611652,0.0511130585809851,0.0127694920866889,B,0.046,0.17,0.064,0.0710781618566489,0.0272062806188536,0.0707912545765596,0.027188593763946,0.0712497288105377,0.0274603040649484,0.0769455355550802,0.0295518482832874
Albuquerque NM,-106.6,35.1,WUS,B,0.12,0.31,0.12,0.117158083503085,0.0428844870888362,0.116512440553839,0.0427560010518713,0.117039736766801,0.0431162101275511,0.125521768072941,0.0467175814045557,B,0.12,0.25,0.081,0.0936541339485737,0.0301645844418752,0.0931291772467627,0.0300935602569914,0.0935960732930205,0.0302995168688424,0.100465227871886,0.0322317758275417,D,0.12,0.38,0.21,0.16957985211227,0.0815685734174714,0.168914199919899,0.0813470869118415,0.170022470839171,0.0819266791262352,0.183669672271277,0.0887549064160072
Artesia NM,-104.4,32.85,WUS,A,0.036,0.064,0.034,0.0309453385383651,0.0178445633514383,0.0310847154945427,0.0178626630824375,0.0315984797149274,0.0180160243708048,0.0347010556221439,0.018882442655187,A,0.036,0.053,0.024,0.025429042703571,0.0120840169285328,0.0255168722115468,0.0120602021151914,0.0258578216148645,0.0120973766912942,0.027816642382842,0.0122382795748674,A,0.036,0.094,0.065,0.0492369823333455,0.0324069169197919,0.0496126740904614,0.0324878626861501,0.0505874598028059,0.0330093922813147,0.0564968389378356,0.0364986157785305
Las Cruces NM,-106.75,32.3,WUS,B,0.089,0.22,0.086,0.0903451440696155,0.035886933568502,0.0895958215449505,0.0358980346957529,0.0897529680775703,0.0363139026359278,0.0955345045689721,0.0395488965106673,B,0.089,0.18,0.059,0.0717188223189047,0.0249532776463181,0.0711202366586302,0.0249616405295812,0.0712421286168327,0.0252538256485634,0.0756860198748267,0.0272755320746463,C,0.089,0.3,0.16,0.13552807989646,0.0686727845912772,0.134819190361032,0.0687194917042601,0.135538273201054,0.0695020959329841,0.146559886662563,0.0763151038221932
Los Alamos National Lab NM,-106.3,35.85,WUS,C,0.16,0.39,0.15,0.128322583966398,0.0455327049080002,0.126691232694808,0.0451212188876274,0.126276174073328,0.0451806386110523,0.132232628921668,0.0478694155617948,B,0.16,0.33,0.11,0.103340216033787,0.0317793710882413,0.10199613064395,0.0315542793974865,0.101712563040835,0.0316013029162074,0.10671698150222,0.0332524819904683,D,0.16,0.45,0.27,0.1806212417864,0.0856279739943092,0.178467115157937,0.0848356855255115,0.178105140735907,0.084914115956463,0.187561491498408,0.0900254831074309
Carson City NV,-119.75,39.15,WUS,D,0.74,1.58,0.72,0.948663372628943,0.371068597416074,0.960588794927318,0.372891795305795,0.986308544459796,0.379992982665746,1.1551887749121,0.436765313130619,D,0.74,1.4,0.5,0.808517423432938,0.257304222585746,0.81568652410512,0.258501691321924,0.834237607071603,0.26328802375628,0.965058524919825,0.302273321336804,D,0.74,1.53,1.15,1.02876187576214,0.634581889638116,1.05737752428405,0.641262686483318,1.10338737754891,0.657545388870422,1.36063985814533,0.771828611284976
Elko NV,-115.75,40.85,WUS,C,0.15,0.38,0.15,0.180246754799093,0.0685254213243309,0.179968140755142,0.0693013717124488,0.181692418625219,0.0709260085371368,0.19924186156052,0.081581109686824,B,0.15,0.31,0.1,0.144118630471149,0.047411406088141,0.14381223156346,0.0479518531706608,0.145092422301474,0.0490872919040674,0.158723492408852,0.0562655691086475,D,0.15,0.47,0.27,0.254705102861974,0.129866841994817,0.255747153633426,0.131487384608381,0.259925434340033,0.134947009503844,0.291517412737062,0.156153638463468
Las Vegas NV,-115.15,36.2,WUS,C,0.2,0.49,0.19,0.179316142841981,0.0858745288892846,0.181803485330149,0.0885146254381025,0.186913229841856,0.0923590316177947,0.219021496601278,0.114198297799974,C,0.2,0.42,0.13,0.142879315010276,0.0594653663436213,0.14481923123714,0.0611175708700181,0.148790080020117,0.0638344880377576,0.174062953607222,0.078737893079727,D,0.2,0.54,0.34,0.263789864641762,0.16387755221994,0.270145423000836,0.169157230252621,0.280692322874006,0.177153463984057,0.341499362483934,0.219965643416759
Reno NV,-119.8,39.55,WUS,D,0.54,1.1,0.52,0.793519497507104,0.295269857279512,0.813778341908227,0.300526311068052,0.84678546044826,0.310389271461792,1.03027292372621,0.371041414848396,D,0.54,0.92,0.36,0.662517777725056,0.204387982361827,0.677390709148091,0.20802220961714,0.702690239883539,0.214768874463499,0.847211557378876,0.256514164633006,D,0.54,1.09,0.88,0.916052488027626,0.520575331940055,0.950875673053128,0.532291623539676,1.0020787291059,0.55250860724094,1.27222419353756,0.671138235590933
Batavia NY,-78.2,43,CEUS,A,0.043,0.13,0.037,0.0477363330817801,0.0162447419422763,0.047791566212747,0.0162159162059912,0.0484241989493291,0.0163092149891998,0.0536151784072914,0.016843254066542,A,0.043,0.12,0.029,0.0411676452598244,0.0121403542037948,0.0412125726842852,0.0120837359239724,0.0417587125006762,0.0120815379382921,0.0458729580833523,0.0120631886538103,A,0.043,0.15,0.061,0.0620259671086827,0.0259520942705803,0.0621495419082659,0.0259703428439771,0.0629958112715877,0.026286375346913,0.0699623486987821,0.028502061967163
Malone NY,-74.3,44.85,CEUS,B,0.087,0.32,0.075,0.140717254531932,0.0301562411156752,0.141235059961621,0.0300860662140331,0.143355721497027,0.030306605225627,0.159259667068813,0.0323715920273612,B,0.087,0.29,0.058,0.123000392579853,0.0233137153997913,0.123368769512595,0.023243253202974,0.125129101591587,0.0234538666942267,0.138602270672088,0.0251780378417335,C,0.087,0.34,0.12,0.170792641391592,0.048793340298331,0.171878464642964,0.0486924754378516,0.174968840826417,0.0491105708668327,0.196434461949838,0.0533229960868094
New York NY,-74,40.75,CEUS,B,0.051,0.19,0.043,0.0652023170394982,0.0176135030912748,0.0647870640410349,0.017548273059171,0.0650051906149936,0.0176102949554247,0.0695896787783507,0.0181299595325669,A,0.051,0.17,0.034,0.056334441275593,0.0133011812228535,0.0559668484322434,0.0132231488719345,0.056135728858298,0.0132383495287241,0.0599669589522225,0.0132937286677884,B,0.051,0.21,0.071,0.0826754386664655,0.0281003024049492,0.0822255843324621,0.0280495012670654,0.0826117900986434,0.0282863163628947,0.0889282958673697,0.0302991078543124
Columbus OH,-83,39.95,CEUS,A,0.068,0.11,0.062,0.053586442230343,0.0253288519942594,0.0538127694938751,0.0250762551348262,0.054641031708329,0.0251022541490771,0.0608996989886311,0.026380542691223,A,0.068,0.096,0.048,0.0459802841630401,0.0199713958260923,0.0461571294787185,0.0198014165688152,0.0468275164404856,0.0197792644846769,0.0521199407215769,0.0202384486250256,B,0.068,0.14,0.096,0.069763659158479,0.0412316077172123,0.0701276947882379,0.0408880093208137,0.0713152184955691,0.0409510297683661,0.0798930800876282,0.0435817007326593
Sidney OH,-84.15,40.3,CEUS,B,0.084,0.23,0.072,0.0728346067911325,0.0290539705870746,0.0724022918731283,0.028698699754297,0.0727006216072577,0.028618523241257,0.0780786360248852,0.0296813463850098,B,0.084,0.21,0.056,0.0630728380621414,0.0223579268454732,0.0626853987993614,0.0221243791876536,0.0629302487366662,0.0220584396376812,0.0673717270495775,0.0225791327368368,B,0.084,0.24,0.12,0.0916273867332763,0.0472087210108834,0.0911579460113195,0.0466046922144532,0.0916305008501225,0.0464904965597125,0.0990135926933589,0.0489210902764595
Youngstown OH,-80.65,41.1,CEUS,A,0.05,0.082,0.046,0.0363184791513042,0.0196381945000766,0.0365308017811707,0.0195405647757662,0.0371369006323115,0.0195903583802964,0.0413315909108999,0.0202653223805995,A,0.05,0.071,0.036,0.0309458657187735,0.0153639775635569,0.0311595003540798,0.0152441313601984,0.0317682762265135,0.0152346538432342,0.0352525433012419,0.0153815552466782,B,0.05,0.1,0.07,0.0474802714365519,0.0314964649441157,0.0477777136502337,0.0313666595920758,0.0487212538610016,0.0315337592278349,0.0548516683457573,0.0338738776630791
Elgin OK,-98.3,34.8,CEUS,D,0.19,0.53,0.16,0.0673127879356787,0.0233863881482144,0.0671277226865812,0.0229810880206005,0.0676084362893753,0.0228123832632527,0.0723608650790761,0.0231891599336713,D,0.19,0.53,0.13,0.0580560602079398,0.0186910771674489,0.0578913621241526,0.0184133576459435,0.0583092034750563,0.0182486171395868,0.062424418231314,0.0180046968030297,D,0.19,0.38,0.25,0.0858299258708847,0.0384358008832107,0.0855657977935491,0.0378700262137574,0.0861079144637571,0.0376551978848977,0.09182746597418,0.038824476696355
Oklahoma City OK,-97.5,35.5,CEUS,B,0.082,0.23,0.07,0.0812885726109019,0.0261605468047473,0.0803157342870432,0.0256055185173585,0.0800528363255798,0.0252879421638365,0.083165719833637,0.0253702701713886,B,0.082,0.2,0.054,0.0705833221832987,0.0204632018768029,0.0697014920204123,0.020089636522388,0.0694439070849505,0.0198487698994273,0.0720632602876751,0.0195490948778662,B,0.082,0.25,0.11,0.101218070203706,0.0423026534695246,0.100151020298399,0.0415103835508663,0.0999753019064646,0.0410777745576082,0.104579040568048,0.0417770366081443
Astoria OR,-123.85,46.2,PNW,D,0.7,1.22,0.65,0.431925275912355,0.17663390127162,0.42200952477482,0.170220414775776,0.417119676942638,0.166167554460282,0.432785489893681,0.167688667785688,D,0.7,0.99,0.47,0.34514463439032,0.128177886969789,0.336164210652913,0.123226359302628,0.331227240230467,0.120029310778349,0.340494583719891,0.120243518359185,D,0.7,1.37,0.96,0.476606046994045,0.272777321817764,0.467722596236532,0.264822375740723,0.464977120680101,0.260547942352327,0.494017435969833,0.269311582135581
Bend OR,-121.3,44.05,PNW,C,0.16,0.31,0.16,0.148013746346973,0.0714373607525363,0.148021247591586,0.0715634108233659,0.149658309077295,0.0724948064815811,0.163983094994224,0.0808158955823501,B,0.16,0.24,0.11,0.116775924367384,0.0505486845034306,0.116776324326523,0.0505635559467621,0.118012024980916,0.051140838382012,0.129194188185787,0.0566539021253332,D,0.16,0.38,0.29,0.208022231032857,0.126858180630571,0.209605328245827,0.127721300571065,0.213769910960255,0.130138443211306,0.241468645426997,0.147190532917045
Brookings OR,-124.25,42.05,PNW,E,1.02,1.84,0.94,0.826298726641869,0.368743320893341,0.808224479576058,0.358121933219476,0.798803943701557,0.352007265868256,0.829155895483465,0.364775502560815,E,1.02,1.57,0.68,0.69590788254289,0.264701888671247,0.678836264857433,0.256488853891896,0.668847214387932,0.251469997835964,0.686587969531721,0.258454428408262,E,1.02,1.99,1.38,0.909049630574585,0.581904436531245,0.900226191484855,0.570587455976228,0.90346928708485,0.567263068859446,0.996994719547441,0.611338420657888
Coos Bay OR,-124.2,43.4,PNW,E,0.84,1.48,0.78,0.548001367315932,0.254636860841449,0.523483975907627,0.242707122552417,0.503750755644814,0.233941806889993,0.47630328607744,0.22826315829826,E,0.84,1.22,0.56,0.45517895161521,0.184582375139754,0.433872214217236,0.175465073146623,0.416480296107175,0.168608675891263,0.390300288876361,0.162789425819733,E,0.84,1.66,1.14,0.627749131644229,0.398417062603434,0.606121393577674,0.38386897062189,0.591623898737785,0.374653970149679,0.595583794035613,0.381115892897329
Eugene OR,-123.1,44.05,PNW,D,0.38,0.65,0.36,0.234215803825673,0.118356052522383,0.227649196968894,0.115267268376575,0.22353277676904,0.113689120903788,0.22579121984984,0.11827246433946,D,0.38,0.51,0.27,0.186268892431253,0.085374330249704,0.18086706060496,0.0828424273182027,0.177390253052407,0.0814933197862035,0.178613634250161,0.0839318410292319,D,0.38,0.76,0.55,0.299648948286189,0.194133099848342,0.294953431671258,0.191105755582157,0.293855172537858,0.190655172301119,0.312664766384296,0.204688913487837
Hillsboro OR,-123,45.5,PNW,D,0.4,0.75,0.37,0.32523102691661,0.138447265711803,0.320678659176532,0.135377043772178,0.319636756251551,0.133894465919496,0.338056502071343,0.139340947701601,D,0.4,0.59,0.27,0.259240319603346,0.0993361732808696,0.255252010351929,0.0969743541233568,0.254068295725967,0.0957326776689864,0.267406209203954,0.0989962154205168,D,0.4,0.83,0.57,0.393484337615926,0.226503612491855,0.390313208444852,0.222844076382106,0.391818310819995,0.221940480369845,0.425006419385679,0.235780669670275
Klamath Falls OR,-121.8,42.2,PNW,D,0.39,0.84,0.37,0.370329457177535,0.153031773603925,0.367599758918422,0.152810799814557,0.368963908576678,0.154692570078617,0.39907008026374,0.173671266984672,D,0.39,0.73,0.26,0.30102082762857,0.107608806362714,0.298574072456227,0.107334087908305,0.299378272586324,0.10847756167382,0.322496056439196,0.121203133320337,D,0.39,0.87,0.61,0.457872929517466,0.26699653960515,0.458681807630383,0.268130733733282,0.46560652377974,0.273018417235972,0.526294613856084,0.312833444442643
Medford OR,-122.9,42.35,PNW,D,0.34,0.57,0.33,0.234080219022677,0.126562772806438,0.233932844351421,0.127700981255199,0.237062546321249,0.130880239894128,0.268587212660693,0.154464670294345,D,0.34,0.45,0.24,0.185273880802722,0.0901556445323341,0.184946574842214,0.0906724202118339,0.187261182200487,0.0925932591746279,0.211423935427642,0.108533051474516,D,0.34,0.69,0.51,0.320647695170473,0.219360081280205,0.325982214567411,0.223387557714617,0.336760401912985,0.231230533529892,0.406091171534681,0.280036482867242
Newport OR,-124.05,44.65,PNW,E,0.8,1.5,0.74,0.606588213075738,0.265302553867332,0.581802627012052,0.252659415046169,0.561614390898313,0.24231491533209,0.527050641951239,0.225674701534174,E,0.8,1.25,0.54,0.50473840466923,0.191515424802268,0.483212364919516,0.182133640005724,0.465534731559878,0.174406710575828,0.434135787368652,0.161446327832148,E,0.8,1.6,1.1,0.670725436699778,0.413004295069204,0.647132963610723,0.395435816291573,0.629217439680323,0.381700260218116,0.609416223807224,0.364923033543394
Pendleton OR,-118.8,45.7,PNW,B,0.11,0.27,0.11,0.119544023303274,0.051280083265465,0.119776490568059,0.0517620578736559,0.121398975344701,0.0528804751887202,0.134253052003322,0.0603437818001774,B,0.11,0.22,0.073,0.0949939548041943,0.0359418955633777,0.095145067873262,0.0362981612672362,0.096377324995931,0.0371002882052379,0.106330272818316,0.0416552104708031,C,0.11,0.35,0.19,0.174494687335169,0.0949368086179576,0.175574861975802,0.0962204915531762,0.178925359182799,0.0986830024589305,0.202904524219588,0.113393285004623
Portland OR,-122.65,45.5,PNW,D,0.36,0.71,0.33,0.318807581388345,0.13282579793452,0.31588774984473,0.130684126041133,0.316465862742829,0.130049819912458,0.339694511698966,0.137542150365675,D,0.36,0.57,0.24,0.253949053071496,0.09493883695302,0.251411506514381,0.0931778459604704,0.25160851665004,0.0925251601962446,0.269001273840938,0.0974070500121548,D,0.36,0.77,0.52,0.388100382944656,0.220734938179908,0.386797502489027,0.21831330345536,0.390126791284886,0.218515166164254,0.429106636008464,0.235317118293291
Salem OR,-123.05,44.95,PNW,D,0.39,0.73,0.36,0.306552968170887,0.133756476267936,0.300168920932807,0.130307649517533,0.296837975679826,0.128341090574186,0.304823445707899,0.131442012201822,D,0.39,0.57,0.27,0.2444229647838,0.0961553226219238,0.239173354353989,0.093427999807265,0.236288093637655,0.0917941333319287,0.24191758510973,0.0933693803937085,D,0.39,0.81,0.56,0.374840490903403,0.218255805864965,0.369991739662618,0.214180201233808,0.369209487271168,0.212631211385317,0.391517578593718,0.223485546342817
Philadelphia PA,-75.15,39.95,CEUS,A,0.045,0.14,0.039,0.0530082106405498,0.0168146453602507,0.0527386129932884,0.0167625018235453,0.0530124043831432,0.0168328904158537,0.0567425746027298,0.0173257070426021,A,0.045,0.13,0.03,0.0456423196455782,0.0124910290406127,0.045410133326499,0.0124499435069467,0.0456243790837423,0.0124669041033269,0.0487028683000382,0.012511270999035,A,0.045,0.17,0.064,0.0680705184108679,0.0268656798354234,0.0677632242521027,0.0268410214405109,0.0682006487263201,0.0271048967809345,0.0736005421008486,0.0291561589393883
Pittsburg PA,-80,40.45,CEUS,A,0.049,0.075,0.046,0.0357714015501768,0.0197765921239459,0.0360925520427451,0.0196827962547475,0.0368149444813749,0.0197377936273999,0.0413840398635586,0.0204427258386359,A,0.049,0.065,0.036,0.0303442784047005,0.0155045626556222,0.0306755426563672,0.0153880902312795,0.0314111693947906,0.0153832495016757,0.0352709356920354,0.0155560494544022,B,0.049,0.095,0.07,0.0469059249955696,0.0317229613981915,0.0473391970483511,0.0315980384044135,0.0483579518290268,0.0317701923062924,0.0550573079084632,0.0342201628345008
Providence RI,-71.4,41.8,CEUS,A,0.048,0.14,0.041,0.0599178325394902,0.0176274791392851,0.0600793583780267,0.0175592899503217,0.060922417742741,0.0176206548120406,0.0671756890993316,0.018152979295245,A,0.048,0.12,0.032,0.0515952712245921,0.013320560608255,0.0517206082175572,0.0132375410339822,0.0524234908497664,0.01325006305596,0.057596215996733,0.0133116760967781,B,0.048,0.17,0.067,0.0772798977738769,0.0281643553278604,0.0775583849741426,0.0281058576813351,0.0787318713802864,0.0283394977837087,0.0873608864951665,0.0303744743692558
Charleston SC,-79.95,32.8,CEUS,D,0.38,1.01,0.33,0.294366710953835,0.0624951672218366,0.284192706927794,0.0607120151965068,0.276175863547285,0.0593803941939395,0.263980789586667,0.0579738843431705,D,0.38,1,0.25,0.270671885860233,0.0487550030372792,0.261055428353173,0.0473175906430509,0.253371662536294,0.0462435966319844,0.241045865756692,0.0450271131707818,D,0.38,0.76,0.51,0.293373406728088,0.0999403459730874,0.284615191655156,0.0970334412553763,0.278175953679235,0.0948812604886059,0.271691069276922,0.0928661940649049
Edgemont SD,-103.85,43.3,CEUS,A,0.039,0.14,0.033,0.0558526423798724,0.013472853886938,0.0558902795178914,0.0134114910291544,0.056496559578348,0.0134467501902464,0.0620538984928089,0.0135801343193396,A,0.039,0.12,0.026,0.0479501889737915,0.010549965736342,0.0479739014040335,0.0103328006023995,0.0485683487583259,0.0101376158723505,0.0532495027677676,0.00941184408258753,A,0.039,0.16,0.055,0.072149247020803,0.0219121308487536,0.0722550140755705,0.0218957382676237,0.0731389353034513,0.0220505224837736,0.0805937477352358,0.0236098415870776
Platte SD,-98.85,43.4,CEUS,A,0.03,0.12,0.026,0.0376339578726779,0.00979137197157285,0.0371489122334845,0.00949052467077302,0.0369727434575189,0.00919810005033333,0.0379417783208234,0.00814017497047321,A,0.03,0.1,0.02,0.0324006096308747,0.0074666860004046,0.0319193858906841,0.00700181516166752,0.0317366932225275,0.00653183481759287,0.0324824031234375,0.00499751105424324,A,0.03,0.13,0.042,0.0487169019254997,0.0164165204620451,0.0480177189141001,0.0163255272338052,0.0478214225915393,0.0163490246691668,0.0496137863446513,0.016639511926017
Sioux Falls SD,-96.75,43.55,CEUS,A,0.037,0.062,0.037,0.025570158940969,0.0122858230673408,0.0253986835840442,0.012044907706856,0.0254447707329071,0.0118317006186645,0.0263445484710194,0.011017119979746,A,0.037,0.054,0.029,0.0216102000413552,0.00947413973512443,0.0214407349455537,0.00906337917925898,0.0214736747471522,0.0086543311078909,0.0221012340413767,0.00723728732864438,A,0.037,0.079,0.055,0.0335832566815685,0.0206256270542471,0.0333709977058626,0.020357302112703,0.0334814276158032,0.0202322494269612,0.0352525435703687,0.0203576417535144
Chattanooga TN,-85.25,35.05,CEUS,C,0.13,0.34,0.11,0.156365314828672,0.0468624974022871,0.156732265254336,0.0462981828039684,0.158892251519238,0.0462179641601172,0.175883227934553,0.0486902794807011,B,0.13,0.31,0.087,0.13675201956537,0.0365598381415189,0.136967158800496,0.0361151907032402,0.138704999464599,0.0360496671634014,0.153192568322489,0.0378450797274292,C,0.13,0.36,0.18,0.189501010836569,0.076102174256071,0.190448456257191,0.0751928895539385,0.193629678853193,0.075083726015505,0.216673607354609,0.079425730840007
Knoxville TN,-83.9,35.95,CEUS,C,0.13,0.37,0.11,0.17003253963662,0.0463384809163427,0.170672520005331,0.0459509085608484,0.173185985923763,0.0460485932451957,0.192211281407762,0.0490074654312638,C,0.13,0.34,0.083,0.149281387335135,0.036155819979024,0.149734082566888,0.0358484537163281,0.151851695523368,0.0359217697463292,0.168026825897474,0.0381024734959516,C,0.13,0.39,0.17,0.20286548600718,0.0751662143522261,0.204322435260464,0.0745464738898898,0.20811729873319,0.0747290990180715,0.233784787948371,0.0798594055615034
Maryville TN,-84,35.75,CEUS,D,0.14,0.51,0.12,0.205554979275687,0.0510223177218141,0.205115893485802,0.0506000723361448,0.206875850866496,0.0506522793779722,0.225166838254469,0.0536347703673223,C,0.14,0.48,0.095,0.182632940396947,0.0398381148983662,0.182046427714774,0.0395046588962408,0.183367071918805,0.0395430072329005,0.198780318598349,0.0416421623559918,C,0.14,0.48,0.2,0.234446418689824,0.0825478667419578,0.23506319866769,0.0818715368663227,0.238320285928037,0.0819839972964721,0.263856023059081,0.0873129059350478
Memphis TN,-90.05,35.15,CEUS,D,0.35,0.84,0.3,0.318124220978982,0.0860432838725237,0.30949034787153,0.0827145150213704,0.30433255158452,0.0803514660169833,0.309519128636902,0.0782642142349877,D,0.35,0.79,0.24,0.287948631114683,0.0669609615972646,0.279623044902475,0.0643858298136332,0.274363977582927,0.0624573920531831,0.277053103502736,0.0608212252340656,D,0.35,0.75,0.48,0.339004228329566,0.137651257217816,0.332395338179456,0.132464592752151,0.329733596823553,0.128760203046218,0.345295373461408,0.125827420636779
Amarillo TX,-101.85,35.2,CEUS,A,0.037,0.13,0.032,0.0428715069245261,0.0108522568169093,0.0421717492237066,0.0105801875462203,0.0418571623063732,0.010321768364241,0.0428860575001262,0.00935017437716496,A,0.037,0.11,0.025,0.0368710645557156,0.00833406406967012,0.0363020105595016,0.00788576418349168,0.0360383597468043,0.00743313578951809,0.0367092095996798,0.00591315222513168,A,0.037,0.15,0.052,0.055250815431353,0.0183420938019141,0.0544245407076431,0.0181743228627925,0.0540797159395908,0.0181302668288332,0.0556872460220164,0.0183266189432495
Dallas TX,-96.8,32.8,CEUS,A,0.059,0.087,0.055,0.0382099664117477,0.0190988535349057,0.0379799525295725,0.0186839527401725,0.0380904798665069,0.0183899007064147,0.0403588491491664,0.0178307088335818,A,0.059,0.075,0.043,0.0328884378150305,0.014849493612726,0.0326501281515933,0.0144464044056599,0.0327453794766748,0.0141239526072895,0.0345190797305733,0.0132095276218652,B,0.059,0.11,0.084,0.0501785992448445,0.0308500116663617,0.0498593570769757,0.0301924379567199,0.0500659770967108,0.0297996868010473,0.053454957556422,0.0299174075431561
Houston TX,-95.35,29.75,CEUS,A,0.044,0.056,0.043,0.0222321714822364,0.013281192291291,0.0219227672324081,0.0128576614619637,0.02181049845485,0.0124981447431218,0.0220252319457036,0.0112251101478264,A,0.044,0.049,0.034,0.019207357036188,0.00994024834594699,0.0189793973952321,0.00944183522801314,0.0188482005994721,0.00894507460822477,0.0186155767899169,0.00726429550760053,A,0.044,0.072,0.065,0.0297495624805025,0.0217999067754857,0.0294297208134696,0.0213330948686423,0.0293572960690186,0.0210118732795461,0.0302881285803301,0.0205501486155997
Kermit TX,-103.1,31.85,CEUS,A,0.033,0.081,0.03,0.0296798896878168,0.0146012196722019,0.0295775063572423,0.0145439844226715,0.029725380260969,0.0145909491705711,0.0316253310602779,0.0148470391511112,A,0.033,0.069,0.022,0.0248011582082119,0.0102996456460684,0.0246720531037753,0.0100880238642848,0.0247719081400467,0.0098970129338461,0.0258396264876723,0.00918333530564133,A,0.033,0.1,0.057,0.0430531851534069,0.0269584784810264,0.0431589062532958,0.0269259171683801,0.0437309657843605,0.0271705315316389,0.0477443633564444,0.0291054442495449
